Unnamed: 0,temp_to_estimate,dist_to_central_station,year,month,week,day_of_year,day_of_month,day_of_week,hour,complete_timestamp(YYYY_M_DD_HH_M),barometer_hpa,temp_centr,hightemp_centr,lowtemp_centr,hum,dewpoint__c,wetbulb_c,windspeed_km_h,windrun_km,highwindspeed_km_h,windchill_c,heatindex_c,thwindex_c,thswindex_c,rain_mm,rain_rate_mm_h,solar_rad_w_m_2,solar_energy_ly,high_solar_rad_w_m_2,ET_Mm,heating_degree_days,cooling_degree_days,humidity_rh,solar_klux,timestamp,status,sensor
157.0,22.42,1679.0,2021.0,8.0,34.0,240.0,28.0,6.0,10.0,2021_8_28_10_2,1012.8,18.3,18.3,16.8,87.0,16.1,16.8,4.8,1.21,8.0,18.3,18.7,18.7,23.5,0.0,0.0,426.0,9.16,601.0,0.0,0.001,0.0,79.0,7.0,2021-08-28 10:02:00,Visited,1
160.0,25.58,1101.0,2021.0,8.0,34.0,240.0,28.0,6.0,11.0,2021_8_28_11_1,1011.3,20.4,20.5,20.1,66.0,13.9,15.8,4.8,1.21,11.3,20.4,20.5,20.5,24.4,0.0,0.0,379.0,8.15,510.0,0.0,0.0,0.022,61.1,14.0,2021-08-28 11:01:00,Visited,4
244.0,16.929,788.0,2021.0,8.0,34.0,240.0,28.0,6.0,9.0,2021_8_28_9_1,1010.9,16.1,16.1,15.9,91.0,14.6,15.2,1.6,0.4,4.8,16.1,16.4,16.4,16.5,0.0,0.0,60.0,1.29,81.0,0.0,0.023,0.0,92.0,2.0,2021-08-28 09:01:00,Visited,6
166.0,25.418,1679.0,2021.0,8.0,34.0,240.0,28.0,6.0,12.0,2021_8_28_12_3,1011.0,23.3,23.3,22.8,49.0,12.0,15.0,8.0,2.01,20.9,23.3,23.1,23.1,29.3,0.0,0.0,780.0,16.78,789.0,0.0,0.0,0.052,42.0,65.0,2021-08-28 12:03:00,Visited,1
168.0,26.25,1679.0,2021.0,8.0,34.0,240.0,28.0,6.0,13.0,2021_8_28_13_1,1010.6,23.3,23.6,23.3,50.0,12.3,15.3,11.3,2.82,24.1,23.3,23.2,23.2,29.3,0.0,0.0,802.0,17.25,807.0,0.0,0.0,0.052,41.1,68.0,2021-08-28 13:01:00,Visited,2
160.0,25.58,1101.0,2021.0,8.0,34.0,240.0,28.0,6.0,11.0,2021_8_28_11_1,1011.3,20.4,20.5,20.1,66.0,13.9,15.8,4.8,1.21,11.3,20.4,20.5,20.5,24.4,0.0,0.0,379.0,8.15,510.0,0.0,0.0,0.022,61.1,14.0,2021-08-28 11:01:00,Visited,4
175.0,26.948,1679.0,2021.0,8.0,34.0,240.0,28.0,6.0,15.0,2021_8_28_15_0,1010.5,24.6,24.7,24.6,47.0,12.5,15.6,6.4,1.61,16.1,24.6,24.3,24.3,30.2,0.0,0.0,777.0,16.71,784.0,0.53,0.0,0.065,36.4,57.0,2021-08-28 15:00:00,Visited,1
168.0,26.25,1679.0,2021.0,8.0,34.0,240.0,28.0,6.0,13.0,2021_8_28_13_1,1010.6,23.3,23.6,23.3,50.0,12.3,15.3,11.3,2.82,24.1,23.3,23.2,23.2,29.3,0.0,0.0,802.0,17.25,807.0,0.0,0.0,0.052,41.1,68.0,2021-08-28 13:01:00,Visited,2
175.0,26.948,1679.0,2021.0,8.0,34.0,240.0,28.0,6.0,15.0,2021_8_28_15_0,1010.5,24.6,24.7,24.6,47.0,12.5,15.6,6.4,1.61,16.1,24.6,24.3,24.3,30.2,0.0,0.0,777.0,16.71,784.0,0.53,0.0,0.065,36.4,57.0,2021-08-28 15:00:00,Visited,1
179.0,28.176,788.0,2021.0,8.0,34.0,240.0,28.0,6.0,16.0,2021_8_28_16_0,1009.7,25.1,25.4,25.1,45.0,12.3,15.5,6.4,1.61,16.1,25.1,24.8,24.8,31.1,0.0,0.0,734.0,15.79,823.0,0.51,0.0,0.071,36.1,20.0,2021-08-28 16:00:00,Visited,6
